epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,68.7459,1.92922,2.17828,1.22919,0.04603,0.56419,0.11349,0.04865,1.98968,3.52586,1.31097,0.000684821,0.000684821,0.000684821
45,70.0932,1.86204,2.25918,1.35435,0.85905,0.09325,0.24838,0.08638,2.04869,3.20826,1.35368,0.000696158,0.000696158,0.000696158
46,71.8986,1.92945,2.11145,1.29674,0.63722,0.16535,0.40019,0.16184,1.97049,2.72291,1.29886,0.000707298,0.000707298,0.000707298
47,73.2689,1.90129,1.96183,1.37548,0.67592,0.29582,0.42704,0.19157,1.88496,2.43548,1.2486,0.000718239,0.000718239,0.000718239
48,74.6006,2.05462,2.02673,1.45104,0.68439,0.15695,0.38788,0.17042,1.96351,2.55518,1.28178,0.000728983,0.000728983,0.000728983
49,75.8263,1.9538,2.03786,1.29561,0.61167,0.27931,0.39942,0.15603,2.02611,2.34397,1.30329,0.000739528,0.000739528,0.000739528
50,77.3527,1.84347,2.112,1.3685,0.61621,0.43421,0.42552,0.15204,2.0628,1.98666,1.33199,0.000749876,0.000749876,0.000749876
51,78.6218,1.83259,1.82544,1.31123,0.69446,0.4392,0.45154,0.15261,2.10378,1.90776,1.37323,0.0007525,0.0007525,0.0007525
52,79.882,1.90071,2.10044,1.35899,0.74766,0.4518,0.49967,0.17764,2.01931,1.92436,1.35493,0.00074755,0.00074755,0.00074755
53,81.0633,1.84985,2.01873,1.35151,0.77936,0.45381,0.52201,0.20942,1.92076,1.85467,1.31373,0.0007426,0.0007426,0.0007426
54,82.5441,1.85041,2.02843,1.38687,0.69411,0.48117,0.5071,0.19669,1.98586,1.7883,1.34889,0.00073765,0.00073765,0.00073765
55,83.8592,1.85018,1.92423,1.37127,0.64563,0.41282,0.44004,0.14955,2.0922,2.17458,1.37724,0.0007327,0.0007327,0.0007327
56,85.0747,1.91764,1.96082,1.2587,0.75352,0.34213,0.42011,0.17185,1.91516,2.18055,1.2588,0.00072775,0.00072775,0.00072775
57,86.3182,1.9492,1.75302,1.30646,0.70752,0.39539,0.38016,0.16221,1.91234,1.69738,1.25609,0.0007228,0.0007228,0.0007228
58,88.2773,1.89315,1.86148,1.2689,0.80022,0.46101,0.45727,0.20777,1.84077,1.4464,1.25127,0.00071785,0.00071785,0.00071785
59,89.9381,1.91575,1.91265,1.38209,0.84703,0.30958,0.44002,0.21201,1.78705,1.80268,1.24014,0.0007129,0.0007129,0.0007129
60,91.1656,1.84372,1.76677,1.36299,0.54716,0.32235,0.37055,0.17925,1.80464,2.01519,1.26022,0.00070795,0.00070795,0.00070795
61,92.4948,1.84019,1.74292,1.32746,0.62243,0.47046,0.45638,0.20916,1.81805,2.14106,1.26509,0.000703,0.000703,0.000703
62,93.8242,1.82701,2.0471,1.37398,0.56005,0.45648,0.443,0.20802,1.78696,2.02816,1.22471,0.00069805,0.00069805,0.00069805
63,95.0349,1.87277,2.13771,1.32703,0.58077,0.3634,0.29922,0.12324,1.92055,2.06985,1.25999,0.0006931,0.0006931,0.0006931
64,96.4329,1.85035,1.81577,1.30113,0.61729,0.23191,0.2626,0.11082,1.94767,2.17118,1.26576,0.00068815,0.00068815,0.00068815
65,100.724,1.79654,1.69603,1.30539,0.53717,0.20593,0.28188,0.1243,1.95731,1.95928,1.27931,0.0006832,0.0006832,0.0006832
66,102.015,1.95299,1.76839,1.40577,0.63823,0.43686,0.44084,0.21318,1.78295,1.68297,1.23526,0.00067825,0.00067825,0.00067825
67,103.283,1.84994,1.80254,1.41734,0.68324,0.48812,0.49879,0.2462,1.75094,1.63596,1.23433,0.0006733,0.0006733,0.0006733
68,104.536,1.79152,1.67422,1.39257,0.69497,0.50513,0.48649,0.23632,1.77203,1.61692,1.24967,0.00066835,0.00066835,0.00066835
69,105.808,1.88195,1.74776,1.32732,0.72161,0.54151,0.51806,0.24538,1.73646,1.57182,1.23326,0.0006634,0.0006634,0.0006634
70,107.024,1.81676,1.71115,1.28896,0.66624,0.61105,0.54806,0.25242,1.72764,1.52179,1.22511,0.00065845,0.00065845,0.00065845
71,108.358,1.82241,1.92536,1.25335,0.64743,0.59637,0.54808,0.24396,1.76204,1.54185,1.24178,0.0006535,0.0006535,0.0006535
72,109.696,1.80706,1.83662,1.26093,0.65241,0.59616,0.51479,0.2199,1.83211,1.49252,1.27535,0.00064855,0.00064855,0.00064855
73,110.859,1.80159,1.82646,1.26695,0.61925,0.60608,0.53356,0.21896,1.92424,1.39373,1.32214,0.0006436,0.0006436,0.0006436
74,112.133,1.85855,1.74274,1.34302,0.63498,0.41595,0.49141,0.22147,1.83801,4.56502,1.27112,0.00063865,0.00063865,0.00063865
75,113.377,1.82268,1.9604,1.31024,0.13936,0.64329,0.18779,0.10618,1.84258,15.0031,1.25008,0.0006337,0.0006337,0.0006337
76,114.619,1.7669,1.78458,1.39354,0.08,0.66647,0.13915,0.06943,1.93255,5.3571,1.29248,0.00062875,0.00062875,0.00062875
77,115.908,1.88704,2.15549,1.27389,0.05001,0.54808,0.11677,0.0551,2.15882,3.98983,1.41519,0.0006238,0.0006238,0.0006238
78,117.289,1.78226,1.6578,1.36873,0.13336,0.04864,0.09398,0.04136,2.5401,3.5501,1.65195,0.00061885,0.00061885,0.00061885
79,118.621,1.76216,1.69988,1.27995,0.3545,0.10178,0.13506,0.06702,2.2503,3.22816,1.47524,0.0006139,0.0006139,0.0006139
80,119.884,1.75388,1.59568,1.3321,0.52428,0.39878,0.33442,0.16753,1.82638,1.88013,1.23452,0.00060895,0.00060895,0.00060895
81,121.116,1.83158,1.86447,1.31536,0.66355,0.5925,0.54466,0.23843,1.86035,1.54188,1.27875,0.000604,0.000604,0.000604
82,122.449,1.79661,1.57188,1.30932,0.44754,0.58243,0.50955,0.2185,1.95206,1.58238,1.31698,0.00059905,0.00059905,0.00059905
83,123.622,1.91127,1.64967,1.27826,0.665,0.60265,0.53659,0.23409,1.89714,1.374,1.29108,0.0005941,0.0005941,0.0005941
84,124.851,1.73383,1.63335,1.21284,0.70742,0.44555,0.45789,0.20384,1.84755,1.4904,1.26365,0.00058915,0.00058915,0.00058915
85,126.134,1.78407,1.67571,1.26962,0.20675,0.63052,0.21994,0.10484,1.8031,4.28821,1.24417,0.0005842,0.0005842,0.0005842
86,127.899,1.69836,1.85314,1.27735,0.20299,0.54124,0.2281,0.11807,1.73805,3.65733,1.22024,0.00057925,0.00057925,0.00057925
87,129.407,1.81895,1.62836,1.33988,0.19784,0.40418,0.20756,0.10455,1.80782,3.57707,1.25885,0.0005743,0.0005743,0.0005743
88,131.116,1.86044,1.78395,1.31565,0.40545,0.40671,0.2106,0.09958,1.90858,3.188,1.30773,0.00056935,0.00056935,0.00056935
89,135.718,1.93829,1.73066,1.34132,0.41338,0.41335,0.21026,0.09872,1.88896,3.15098,1.28897,0.0005644,0.0005644,0.0005644
90,137.443,1.70724,1.55942,1.24591,0.40916,0.4406,0.22781,0.11333,1.75922,2.98213,1.22054,0.00055945,0.00055945,0.00055945
