epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,233.57,1.68546,2.26949,0.98956,0.95622,0.16158,0.14733,0.04931,2.30334,2.94934,1.39648,0.0008911,0.0008911,0.0008911
24,243.718,1.31889,2.08433,0.84868,0.93541,0.1283,0.10909,0.03666,2.37574,2.5297,1.42529,0.00088615,0.00088615,0.00088615
25,253.071,1.49847,2.19568,0.88848,0.93708,0.13208,0.12066,0.03766,2.21658,2.38953,1.35864,0.0008812,0.0008812,0.0008812
26,262.445,1.43637,2.12873,0.9234,0.94552,0.15121,0.14561,0.04686,2.05053,2.3359,1.29378,0.00087625,0.00087625,0.00087625
27,271.787,1.26032,2.09677,0.7733,0.97041,0.16981,0.17683,0.05948,1.98949,2.22217,1.26767,0.0008713,0.0008713,0.0008713
28,281.289,1.47444,2.11493,0.91754,0.91339,0.12453,0.11459,0.03598,2.24099,3.55177,1.36945,0.00086635,0.00086635,0.00086635
29,291.158,1.39908,2.1446,0.89796,0.90077,0.13585,0.10051,0.03218,2.33294,3.49798,1.42384,0.0008614,0.0008614,0.0008614
30,302.995,1.58396,2.16269,0.97232,0.89408,0.1434,0.10015,0.03136,2.35182,2.75957,1.43583,0.00085645,0.00085645,0.00085645
31,313.072,1.29788,2.11277,0.86371,0.89496,0.13962,0.10341,0.03294,2.31965,2.57868,1.4254,0.0008515,0.0008515,0.0008515
32,322.471,1.41031,2.08418,0.82808,0.94152,0.15472,0.15431,0.04957,2.16362,2.42962,1.35965,0.00084655,0.00084655,0.00084655
33,332.026,1.40582,2.07644,0.94036,0.95916,0.15849,0.16483,0.05087,2.16421,2.60039,1.35688,0.0008416,0.0008416,0.0008416
34,342.926,1.53833,1.97498,0.9714,0.94973,0.1434,0.15764,0.05107,2.10446,2.51517,1.33575,0.00083665,0.00083665,0.00083665
35,353.746,1.49597,2.09876,0.92414,0.94753,0.15918,0.15875,0.05105,2.12343,2.65363,1.34312,0.0008317,0.0008317,0.0008317
36,363.541,1.49201,2.06838,0.9098,0.96148,0.15849,0.16608,0.05024,2.13966,2.54668,1.35009,0.00082675,0.00082675,0.00082675
37,373.584,1.46239,1.91099,0.98778,0.95352,0.16981,0.17052,0.04727,2.19895,2.54009,1.37864,0.0008218,0.0008218,0.0008218
38,384.704,1.33087,1.72329,0.89413,0.94664,0.16604,0.14931,0.04381,2.25255,2.52404,1.39339,0.00081685,0.00081685,0.00081685
39,396.511,1.36763,1.69258,0.89096,0.95101,0.14717,0.15251,0.04367,2.30392,2.46887,1.41297,0.0008119,0.0008119,0.0008119
40,409.144,1.26868,1.7605,0.75423,0.95351,0.15094,0.14885,0.04491,2.29011,2.42377,1.40542,0.00080695,0.00080695,0.00080695
41,419.008,1.53448,1.82237,0.94326,0.95724,0.16604,0.19823,0.07547,2.22284,2.20165,1.37881,0.000802,0.000802,0.000802
42,430.693,1.32532,1.85209,0.84752,0.96141,0.15784,0.17675,0.07129,2.08676,2.45023,1.3189,0.00079705,0.00079705,0.00079705
43,442.531,1.46327,2.0061,0.87404,0.95359,0.15472,0.1781,0.07418,2.04092,2.46727,1.30419,0.0007921,0.0007921,0.0007921
44,455.319,1.65707,1.95521,1.05007,0.96422,0.16226,0.27105,0.15624,2.08538,2.57808,1.31899,0.00078715,0.00078715,0.00078715
45,466.876,1.50636,1.83331,0.96207,0.77211,0.16981,0.27482,0.14348,2.15101,2.59436,1.33576,0.0007822,0.0007822,0.0007822
46,477.496,1.36641,1.89262,0.87775,0.77154,0.15849,0.27023,0.14349,2.12843,2.58755,1.32932,0.00077725,0.00077725,0.00077725
47,488.672,1.50285,1.7774,0.96317,0.56697,0.15849,0.26593,0.14231,2.05602,2.39951,1.30223,0.0007723,0.0007723,0.0007723
48,505.711,1.37403,1.80461,0.9115,0.37945,0.16481,0.27784,0.14585,2.02707,2.45268,1.28914,0.00076735,0.00076735,0.00076735
49,522.09,1.21416,1.82418,0.80585,0.37089,0.17736,0.22908,0.10853,2.03262,2.27041,1.28997,0.0007624,0.0007624,0.0007624
50,539.612,1.50559,1.85161,0.93301,0.38349,0.18113,0.22919,0.1076,2.16031,2.534,1.33965,0.00075745,0.00075745,0.00075745
