epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,320.865,1.52032,2.03911,1.06503,0.87175,0.15862,0.08961,0.03002,2.16416,3.36723,1.47226,0.00093565,0.00093565,0.00093565
15,342.382,1.59128,2.18464,1.05405,0.92919,0.10067,0.12447,0.05274,1.98304,2.05065,1.35164,0.0009307,0.0009307,0.0009307
16,364.297,1.60234,2.10727,1.01839,0.90851,0.16276,0.1368,0.04782,2.23314,2.26526,1.51285,0.00092575,0.00092575,0.00092575
17,386.198,1.55429,1.87364,1.00939,0.93506,0.13793,0.1464,0.04736,2.2594,2.22168,1.53161,0.0009208,0.0009208,0.0009208
18,407.601,1.68546,2.05129,1.11212,0.94171,0.1531,0.14965,0.05123,2.13596,4.02963,1.46458,0.00091585,0.00091585,0.00091585
19,434.953,1.54982,1.79875,1.04161,0.95448,0.1451,0.14945,0.04992,2.16931,2.49129,1.45038,0.0009109,0.0009109,0.0009109
20,459.955,1.56587,1.87083,1.06663,0.75956,0.16329,0.16609,0.06382,2.07953,1.98448,1.39885,0.00090595,0.00090595,0.00090595
21,484.795,1.51784,1.81063,1.0202,0.55152,0.15448,0.15828,0.06251,2.0377,2.40104,1.36712,0.000901,0.000901,0.000901
22,508.307,1.45652,1.739,0.96736,0.53762,0.13793,0.15285,0.05359,2.11662,2.28904,1.42023,0.00089605,0.00089605,0.00089605
23,529.369,1.3704,1.6667,0.92646,0.36093,0.14621,0.16528,0.06007,2.13424,2.59434,1.42408,0.0008911,0.0008911,0.0008911
24,551.471,1.6082,1.69744,1.0146,0.36714,0.14621,0.16831,0.06925,2.00781,2.88291,1.35432,0.00088615,0.00088615,0.00088615
25,573.548,1.56481,1.6913,1.05739,0.10897,0.13655,0.11629,0.03488,2.29926,2.90849,1.52699,0.0008812,0.0008812,0.0008812
26,594.804,1.36024,1.51596,0.94776,0.1506,0.13655,0.16135,0.05832,2.02312,3.29412,1.38467,0.00087625,0.00087625,0.00087625
27,616.031,1.44156,1.58294,0.96749,0.15607,0.14345,0.16397,0.07072,1.98767,2.49695,1.35034,0.0008713,0.0008713,0.0008713
28,637.858,1.44972,1.6754,0.96195,0.14081,0.14767,0.15542,0.05748,2.12847,3.22471,1.43825,0.00086635,0.00086635,0.00086635
29,661.656,1.54803,1.74639,1.08469,0.15419,0.13517,0.15581,0.06727,2.03185,2.23772,1.39315,0.0008614,0.0008614,0.0008614
30,683.992,1.45117,1.60812,0.96466,0.18718,0.16109,0.18212,0.0874,1.83628,2.14806,1.29465,0.00085645,0.00085645,0.00085645
31,705.778,1.6027,1.64517,1.03972,0.14927,0.17044,0.16614,0.07731,1.91084,2.4488,1.30626,0.0008515,0.0008515,0.0008515
32,726.874,1.54497,1.54583,1.03626,0.14027,0.14483,0.15754,0.06834,2.00109,2.874,1.34889,0.00084655,0.00084655,0.00084655
33,748.685,1.41237,1.50376,0.95781,0.14682,0.13328,0.15569,0.06101,2.10691,3.86855,1.42153,0.0008416,0.0008416,0.0008416
34,769.674,1.3967,1.5239,0.92912,0.12768,0.14124,0.14904,0.05982,2.11699,2.23024,1.39491,0.00083665,0.00083665,0.00083665
35,793.834,1.38864,1.43785,0.96074,0.1662,0.16276,0.17475,0.0777,1.91312,3.77935,1.31256,0.0008317,0.0008317,0.0008317
36,818.471,1.52157,1.44824,0.99999,0.17653,0.1669,0.17074,0.0573,2.22506,4.53236,1.47617,0.00082675,0.00082675,0.00082675
37,839.819,1.4919,1.5289,1.02247,0.17971,0.17103,0.17708,0.08417,1.88106,2.47922,1.28981,0.0008218,0.0008218,0.0008218
38,862.039,1.25074,1.38585,0.91097,0.17265,0.17418,0.17998,0.08646,1.79475,3.67585,1.25811,0.00081685,0.00081685,0.00081685
39,883.257,1.4821,1.54674,0.98009,0.16924,0.16414,0.17689,0.0708,1.92577,2.94254,1.32011,0.0008119,0.0008119,0.0008119
40,904.351,1.38443,1.43224,0.94706,0.17114,0.14721,0.17182,0.08193,1.76843,1.92635,1.2492,0.00080695,0.00080695,0.00080695
41,925.665,1.38805,1.41912,0.93036,0.15128,0.18483,0.18239,0.09433,1.69408,2.40623,1.2244,0.000802,0.000802,0.000802
42,947.212,1.54316,1.60014,1.07363,0.159,0.16138,0.17423,0.0785,1.81404,3.631,1.28521,0.00079705,0.00079705,0.00079705
43,970.012,1.45315,1.40701,1.02019,0.15653,0.15398,0.16897,0.06634,1.94779,2.82735,1.35084,0.0007921,0.0007921,0.0007921
44,992.386,1.46173,1.45166,1.00087,0.1641,0.17653,0.17851,0.09009,1.69728,2.24736,1.22125,0.00078715,0.00078715,0.00078715
45,1013.38,1.56898,1.50778,1.04771,0.18651,0.16828,0.18533,0.08602,1.77023,1.76475,1.25262,0.0007822,0.0007822,0.0007822
46,1034.15,1.5006,1.46826,0.97818,0.18888,0.16398,0.18263,0.08153,1.80684,1.80355,1.26104,0.00077725,0.00077725,0.00077725
47,1056.08,1.50385,1.36947,0.96354,0.1715,0.16601,0.17963,0.08055,1.82465,2.384,1.25779,0.0007723,0.0007723,0.0007723
48,1077.09,1.5053,1.39633,1.00861,0.16427,0.15862,0.17384,0.06308,2.03002,2.17749,1.36304,0.00076735,0.00076735,0.00076735
49,1100.57,1.43471,1.33726,1.00466,0.16499,0.16552,0.17715,0.07157,1.93717,1.94661,1.32056,0.0007624,0.0007624,0.0007624
50,1122.43,1.39696,1.28457,0.96835,0.15859,0.17655,0.18163,0.08837,1.76332,1.99317,1.24376,0.00075745,0.00075745,0.00075745
51,1143.98,1.40122,1.34354,0.91983,0.16182,0.16952,0.17848,0.08929,1.73362,1.98021,1.23455,0.0007525,0.0007525,0.0007525
52,1166.41,1.43023,1.3234,0.97892,0.16612,0.16966,0.17998,0.07361,1.93906,2.11964,1.31598,0.00074755,0.00074755,0.00074755
53,1187.63,1.41842,1.28803,1.0491,0.18612,0.15586,0.1805,0.0735,1.89505,3.63782,1.30974,0.0007426,0.0007426,0.0007426
54,1211.23,1.39974,1.33232,0.94221,0.17286,0.1669,0.18311,0.08951,1.74015,2.17462,1.231,0.00073765,0.00073765,0.00073765
55,1234.34,1.4803,1.29971,0.97688,0.18099,0.15756,0.18214,0.09054,1.74501,1.60599,1.23659,0.0007327,0.0007327,0.0007327
56,1256.05,1.34845,1.24217,0.90279,0.18555,0.16276,0.1805,0.07893,1.93665,2.07016,1.32565,0.00072775,0.00072775,0.00072775
57,1276.99,1.46903,1.30678,0.94351,0.18127,0.17359,0.17992,0.06896,1.93962,2.64771,1.32476,0.0007228,0.0007228,0.0007228
58,1298.53,1.37476,1.25213,0.94378,0.18329,0.17793,0.18349,0.08149,1.82312,2.29897,1.27394,0.00071785,0.00071785,0.00071785
59,1319.48,1.5542,1.33925,1.02291,0.18215,0.16966,0.18376,0.08075,1.83029,2.17474,1.2786,0.0007129,0.0007129,0.0007129
60,1342.29,1.3679,1.22485,0.99521,0.15444,0.17301,0.17551,0.07199,1.93455,2.61249,1.33155,0.00070795,0.00070795,0.00070795
61,1364.31,1.31625,1.1793,0.94388,0.15682,0.17029,0.17858,0.08108,1.77869,2.79301,1.25323,0.000703,0.000703,0.000703
